Age,Gender,Income_Level,Preferred_Travel_Type,Avg_Trip_Duration,Spending_Amount,Booking_Channel,Repeat_Visitor,Customer_Review_Score,Cluster_Label
43,Male,Low,Adventure,13,2151.31,Agent,No,2.9,0
51,Other,High,Cultural,14,3960.2,App,No,3.7,3
20,Male,Low,Religious,4,576.69,App,No,2.6,2
67,Female,High,Leisure,14,4592.93,App,Yes,4.3,3
29,Female,High,Adventure,17,5142.39,Website,Yes,3.6,3
18,Female,Medium,Adventure,12,2850.22,App,No,3.5,0
61,Female,Medium,Religious,8,2095.16,Agent,Yes,3.8,1
22,Other,Medium,Adventure,13,2256.69,Agent,No,3.0,0
47,Male,High,Leisure,12,3813.77,Website,Yes,4.5,3
47,Other,Low,Adventure,13,2227.54,Website,No,2.5,0
34,Female,Medium,Cultural,14,3083.93,Agent,Yes,3.5,0
65,Other,Medium,Cultural,12,3125.66,App,Yes,4.1,3
64,Male,Medium,Leisure,9,2014.59,Agent,No,4.1,1
40,Other,Medium,Cultural,9,2193.73,Website,Yes,3.8,1
32,Male,Medium,Religious,7,1861.8,Website,No,3.6,2
54,Other,Medium,Adventure,14,3215.51,Agent,No,3.2,0
38,Male,High,Leisure,14,3247.66,App,No,4.0,3
31,Male,Low,Religious,6,1523.33,App,No,2.6,2
19,Female,High,Adventure,15,4448.6,Website,Yes,4.1,3
28,Male,Medium,Religious,8,2621.25,Agent,Yes,3.6,1
68,Female,High,Leisure,14,3708.74,Agent,Yes,3.0,0
56,Female,Medium,Leisure,14,2291.63,Website,Yes,3.7,0
55,Female,Medium,Religious,8,2291.69,Agent,Yes,4.1,1
51,Other,Low,Adventure,11,2347.21,Website,Yes,3.7,0
55,Other,High,Cultural,15,4995.28,App,Yes,4.2,3
67,Other,Low,Cultural,12,2548.2,App,Yes,5.0,1
51,Other,High,Religious,13,3743.57,Agent,Yes,4.0,3
35,Male,High,Leisure,12,3268.47,App,No,3.6,0
47,Male,Low,Adventure,12,2905.38,App,Yes,3.6,0
32,Other,Low,Adventure,13,1931.96,Website,Yes,3.7,0
44,Male,Medium,Leisure,11,2549.92,Website,No,3.2,0
68,Male,Low,Cultural,12,2106.06,Agent,Yes,3.5,0
51,Female,High,Adventure,16,4573.55,Website,No,4.2,3
69,Female,Low,Religious,9,1470.06,Agent,No,3.5,2
55,Female,Low,Cultural,12,2085.28,Agent,Yes,3.7,0
50,Female,High,Religious,12,3045.56,Website,No,2.4,0
41,Male,Medium,Cultural,12,2504.1,App,No,3.0,0
32,Other,High,Leisure,10,3969.87,App,Yes,5.0,3
47,Male,Medium,Religious,9,2129.52,App,No,3.2,2
59,Male,Medium,Religious,11,2508.23,App,Yes,4.3,1
68,Male,Medium,Leisure,9,2561.69,Agent,Yes,4.6,1
34,Female,Medium,Religious,9,2464.95,App,Yes,4.1,1
22,Female,Medium,Cultural,10,2002.76,Agent,Yes,3.4,2
46,Female,Medium,Adventure,14,3288.83,Website,Yes,2.9,0
21,Other,Medium,Adventure,15,2392.46,Website,No,3.3,0
27,Male,Low,Leisure,8,1200.38,Agent,Yes,3.2,2
34,Other,Medium,Cultural,11,2405.17,App,Yes,3.9,1
27,Female,Low,Religious,4,618.21,Agent,Yes,3.1,2
34,Other,Medium,Religious,9,1634.74,App,No,3.0,2
37,Male,Low,Adventure,13,1933.67,App,No,3.0,0
41,Male,Medium,Religious,12,2692.35,Agent,No,3.3,0
22,Female,Medium,Adventure,12,2503.61,Agent,No,2.7,0
51,Female,Low,Leisure,9,1529.7,App,No,3.5,2
23,Other,Low,Religious,7,1036.52,Agent,No,2.7,2
19,Female,Low,Cultural,12,1735.7,App,No,2.3,0
30,Female,Medium,Religious,8,2188.14,Agent,Yes,4.0,1
60,Male,High,Adventure,16,4182.79,Website,Yes,4.0,3
60,Female,Low,Leisure,9,1956.65,App,No,3.3,2
65,Female,Medium,Adventure,14,3788.54,Website,Yes,4.5,3
28,Male,Medium,Religious,7,1636.58,Agent,Yes,3.8,1
68,Male,Medium,Adventure,15,3014.17,Website,Yes,3.7,3
64,Other,High,Adventure,17,4287.43,Agent,No,2.9,0
40,Female,Medium,Leisure,8,2272.01,App,Yes,4.4,1
33,Male,Medium,Cultural,11,2508.17,Agent,No,3.3,0
48,Other,Low,Religious,6,762.89,Agent,No,2.7,2
28,Other,Low,Leisure,9,2010.89,App,No,2.5,2
33,Female,Low,Cultural,7,1673.54,Agent,No,3.9,1
25,Female,Low,Adventure,11,2030.15,App,No,2.6,0
21,Other,Medium,Cultural,11,3004.47,Agent,Yes,3.8,0
57,Male,Medium,Adventure,16,3958.15,App,Yes,4.1,3
21,Other,Medium,Adventure,13,2797.19,Website,Yes,3.3,0
42,Female,Low,Leisure,7,916.51,Agent,No,2.3,2
20,Male,Low,Adventure,14,1994.82,Agent,No,2.1,0
49,Male,Medium,Leisure,7,2254.87,Agent,No,3.9,1
20,Other,High,Cultural,9,3963.09,App,Yes,4.4,3
44,Female,Low,Cultural,11,1538.28,Agent,Yes,4.7,1
46,Other,High,Adventure,14,4410.53,App,Yes,3.8,3
49,Other,Medium,Leisure,8,2434.18,Agent,Yes,3.8,1
67,Other,Medium,Adventure,15,3293.68,Website,Yes,3.6,3
68,Male,Medium,Leisure,11,3323.14,Agent,Yes,4.2,3
36,Male,Low,Leisure,7,565.58,Website,No,2.5,2
38,Female,Low,Leisure,6,1783.05,App,Yes,4.3,1
22,Female,Medium,Cultural,12,3058.11,Website,Yes,3.6,0
35,Other,Medium,Leisure,10,2787.81,Agent,No,2.9,0
45,Other,High,Cultural,13,4015.06,Agent,Yes,3.4,3
59,Other,Medium,Leisure,13,3103.81,App,Yes,3.0,0
39,Female,Low,Cultural,8,1977.3,Agent,Yes,3.7,1
38,Male,Medium,Religious,6,2190.02,Agent,Yes,4.2,1
23,Male,Low,Cultural,8,1846.72,App,Yes,3.6,2
18,Other,Medium,Cultural,11,2962.17,App,Yes,4.5,1
22,Other,Medium,Adventure,13,2211.7,Website,Yes,4.1,0
58,Other,High,Leisure,11,4236.0,App,Yes,4.3,3
29,Other,Medium,Religious,9,2304.23,Agent,Yes,3.2,2
43,Female,Medium,Adventure,12,2849.63,App,No,3.1,0
63,Male,Medium,Leisure,12,3380.43,Agent,Yes,3.8,3
51,Other,High,Religious,10,2883.9,Website,No,3.2,0
66,Female,Low,Religious,9,1680.45,App,Yes,3.4,2
31,Other,Low,Religious,7,1953.84,Agent,Yes,3.8,1
43,Other,Low,Leisure,9,1186.76,App,No,2.7,2
62,Male,Low,Religious,8,1556.34,App,Yes,3.5,2
44,Other,Medium,Religious,9,2447.27,App,Yes,4.1,1
26,Male,Medium,Adventure,14,3203.6,App,No,3.4,0
43,Male,Medium,Cultural,13,2838.72,Website,Yes,3.4,0
64,Male,Low,Leisure,9,1003.59,Agent,No,3.3,2
39,Female,Medium,Cultural,12,2436.73,App,No,2.8,0
64,Female,Medium,Adventure,14,3209.17,Agent,Yes,3.2,0
47,Male,Medium,Cultural,14,2833.21,Website,Yes,3.9,3
60,Other,Medium,Religious,8,2489.13,Agent,Yes,3.8,1
65,Male,Medium,Religious,12,2351.84,Agent,No,3.3,0
34,Other,Low,Leisure,8,498.57,Website,No,1.7,2
43,Male,Low,Leisure,6,1575.56,App,No,3.9,1
53,Other,High,Leisure,11,3932.15,Agent,Yes,4.6,3
18,Female,High,Adventure,13,4316.74,Agent,No,3.0,0
25,Other,Medium,Leisure,10,2739.64,App,Yes,3.4,0
66,Male,Low,Adventure,12,2961.77,App,Yes,4.6,3
52,Female,Medium,Religious,8,2061.34,Agent,No,3.1,2
69,Other,Medium,Cultural,9,3070.24,Website,Yes,3.9,1
32,Other,Medium,Religious,7,2068.05,App,No,2.6,2
64,Other,Low,Religious,4,1462.0,App,Yes,4.2,1
39,Other,Low,Religious,4,1348.11,Website,No,3.6,2
31,Other,Medium,Leisure,10,2753.09,Agent,Yes,4.3,1
43,Female,Medium,Leisure,11,2928.5,App,Yes,3.4,0
45,Female,Low,Leisure,9,1313.48,Agent,Yes,2.9,2
40,Female,Low,Cultural,8,1424.88,Agent,Yes,3.8,1
31,Female,Medium,Leisure,9,2514.19,Agent,Yes,4.4,1
41,Male,High,Adventure,15,4030.03,Website,No,2.8,0
19,Female,High,Religious,8,3172.14,Agent,Yes,4.9,1
62,Other,Medium,Cultural,14,3123.67,Agent,Yes,3.8,3
43,Other,Medium,Cultural,13,3552.96,App,Yes,4.5,3
31,Female,Low,Cultural,9,2185.0,App,Yes,3.9,1
68,Other,Medium,Cultural,12,2099.07,Website,No,2.0,0
24,Female,Medium,Cultural,11,2127.92,Website,No,3.1,0
20,Other,Medium,Adventure,10,2839.89,App,Yes,4.5,1
64,Male,Medium,Religious,9,2475.07,App,Yes,3.7,1
40,Male,Low,Cultural,9,1197.29,Website,No,2.7,2
63,Female,Low,Religious,6,1313.08,Agent,Yes,3.7,2
60,Female,Medium,Leisure,10,2104.84,Website,Yes,2.6,2
64,Female,Low,Cultural,13,2193.08,Agent,Yes,4.3,1
62,Other,Low,Cultural,12,2143.19,App,Yes,3.3,0
35,Female,High,Religious,9,2767.54,App,Yes,4.3,1
55,Male,Medium,Cultural,13,3752.27,App,Yes,4.0,3
52,Other,Medium,Cultural,14,2958.01,Agent,No,3.7,0
68,Female,High,Cultural,15,4108.49,Website,Yes,4.2,3
32,Other,High,Adventure,15,4497.02,Agent,Yes,4.0,3
42,Other,Medium,Adventure,12,2659.88,Website,Yes,3.5,0
54,Female,High,Cultural,14,4600.09,Website,Yes,4.5,3
45,Other,Medium,Adventure,14,3715.56,Website,Yes,3.2,0
27,Male,Medium,Leisure,10,2263.38,App,No,3.5,1
56,Male,Medium,Cultural,13,3148.44,Website,Yes,3.5,0
34,Other,Medium,Leisure,11,2363.96,App,No,3.7,0
56,Female,Medium,Religious,8,1790.36,Website,Yes,3.9,1
39,Other,Medium,Leisure,11,1912.83,Website,No,3.3,0
43,Male,Low,Religious,7,1605.95,App,Yes,3.9,1
61,Other,Medium,Cultural,15,3150.01,App,Yes,3.1,0
42,Other,Low,Religious,6,885.78,Agent,No,2.6,2
34,Male,Medium,Religious,11,2233.96,Website,Yes,4.0,1
30,Other,Medium,Leisure,9,2147.11,App,No,3.3,2
37,Other,Medium,Leisure,8,2412.05,Agent,Yes,4.6,1
42,Female,Medium,Leisure,9,1763.19,Agent,No,3.3,2
21,Female,High,Cultural,12,3491.27,App,No,3.1,0
27,Male,Medium,Cultural,12,1851.0,Website,No,2.6,0
20,Male,Medium,Leisure,10,2724.72,Agent,Yes,4.1,1
58,Male,Medium,Cultural,11,2099.68,Website,Yes,2.8,0
62,Female,Low,Cultural,11,1897.45,Website,No,3.7,1
35,Male,Low,Religious,10,1572.28,Agent,No,3.2,2
64,Male,Low,Religious,10,1360.72,App,No,3.4,2
53,Male,Medium,Leisure,10,1665.44,Website,Yes,3.0,2
64,Female,Medium,Cultural,12,2612.98,App,No,3.7,0
39,Other,High,Religious,10,3557.12,Agent,Yes,5.0,3
51,Male,Low,Adventure,13,2013.2,Website,Yes,3.0,0
64,Other,Low,Cultural,9,1986.81,App,Yes,4.1,1
25,Male,High,Adventure,14,5005.43,App,Yes,4.3,3
57,Other,Low,Leisure,6,1225.85,Website,No,2.5,2
66,Female,Medium,Cultural,13,2914.01,App,Yes,4.0,3
61,Female,Medium,Leisure,11,1967.1,App,No,3.4,0
36,Male,Medium,Leisure,9,2353.27,Agent,Yes,3.7,1
59,Other,Low,Leisure,11,1822.34,Agent,Yes,4.1,1
58,Female,Low,Leisure,7,1940.24,App,Yes,3.4,2
54,Male,Low,Leisure,6,1550.78,App,Yes,3.4,2
23,Male,Medium,Cultural,11,2709.83,Website,Yes,4.0,1
69,Female,Medium,Adventure,16,3716.92,Agent,No,3.3,0
43,Female,Low,Cultural,13,1821.03,Website,No,2.6,0
51,Male,Medium,Cultural,11,2981.95,App,Yes,4.3,1
62,Other,High,Cultural,15,4136.43,Website,Yes,4.2,3
23,Other,Low,Religious,6,1299.37,App,Yes,4.1,1
54,Other,Medium,Religious,9,2345.57,Agent,No,3.3,2
50,Male,Medium,Cultural,13,2773.18,Agent,Yes,4.0,3
39,Female,Low,Adventure,13,2569.94,App,Yes,3.6,0
38,Male,Medium,Cultural,9,2676.74,Agent,Yes,4.9,1
23,Female,Medium,Leisure,11,2105.84,App,No,2.8,0
23,Other,High,Religious,11,2994.64,Website,Yes,4.9,1
65,Other,High,Religious,10,3953.27,App,Yes,4.5,3
21,Female,Medium,Cultural,11,2128.08,Website,No,2.6,0
47,Female,Medium,Cultural,12,2786.45,App,No,3.8,0
28,Male,Medium,Adventure,13,2591.3,Agent,No,3.2,0
47,Other,Medium,Adventure,13,3762.62,App,Yes,4.4,3
48,Male,Medium,Leisure,9,1998.34,App,No,3.7,1
41,Male,Low,Cultural,10,2199.99,App,No,3.3,2
26,Male,Medium,Cultural,13,1917.09,Agent,No,2.7,0
20,Other,Medium,Cultural,12,2631.81,App,No,3.6,0
68,Male,Medium,Religious,9,2204.01,Agent,No,3.3,2
48,Male,High,Leisure,12,3802.71,App,Yes,4.5,3
57,Male,Low,Adventure,8,2173.69,Website,Yes,3.1,2
54,Male,Medium,Religious,11,2645.23,App,No,3.5,0
53,Male,Low,Religious,5,531.33,Website,Yes,3.1,2
41,Male,Medium,Religious,8,2417.2,Agent,Yes,4.8,1
48,Other,Medium,Religious,7,1493.39,Agent,Yes,4.0,1
23,Male,Medium,Leisure,7,1726.68,App,No,3.4,2
19,Female,Medium,Cultural,12,3235.13,Agent,Yes,4.2,3
37,Male,Medium,Adventure,13,2771.84,App,No,2.8,0
45,Male,Medium,Adventure,14,2544.21,Agent,No,3.7,0
28,Other,Medium,Religious,8,1991.99,Website,Yes,4.7,1
21,Other,Medium,Religious,9,2846.75,Agent,Yes,4.3,1
32,Female,High,Leisure,11,3051.87,Website,Yes,4.7,3
23,Female,Low,Religious,4,970.98,App,Yes,3.7,2
66,Other,Low,Adventure,14,3200.61,App,Yes,3.5,0
47,Other,Medium,Adventure,13,3953.69,App,Yes,4.1,3
55,Male,High,Cultural,11,3485.35,Website,No,3.8,3
68,Other,Medium,Cultural,12,2769.66,App,Yes,3.7,0
19,Female,Low,Adventure,14,2745.13,App,No,3.3,0
32,Male,Medium,Adventure,14,3559.71,Website,Yes,4.1,3
28,Female,Medium,Leisure,9,2215.06,Agent,No,2.9,2
25,Male,Low,Leisure,7,1382.66,App,Yes,3.9,1
43,Other,Medium,Adventure,13,2811.67,Agent,No,3.5,0
68,Female,High,Religious,14,3513.27,Agent,No,3.4,0
62,Male,Medium,Cultural,13,2870.63,App,No,3.7,0
61,Male,Medium,Adventure,15,4021.68,App,Yes,3.5,3
22,Other,Medium,Religious,9,1945.2,Website,No,3.4,2
23,Other,Low,Adventure,12,1793.16,Website,Yes,3.1,0
43,Other,High,Cultural,13,4689.33,App,Yes,3.9,3
21,Female,Medium,Cultural,11,2790.32,Agent,Yes,3.7,0
36,Male,Medium,Leisure,9,2507.5,Website,Yes,3.7,1
37,Other,Medium,Leisure,9,2746.34,Website,Yes,3.9,1
50,Female,Medium,Leisure,11,2057.9,App,No,3.0,0
37,Female,Medium,Leisure,9,2595.63,App,Yes,4.4,1
66,Female,Low,Cultural,12,2171.94,App,Yes,3.5,0
29,Other,High,Religious,9,3146.02,App,Yes,3.7,1
64,Other,High,Religious,11,3315.39,Website,No,4.0,3
18,Male,Medium,Religious,5,2574.84,Website,Yes,4.6,1
43,Male,High,Adventure,16,3904.35,Website,Yes,3.9,3
31,Other,Low,Leisure,8,1156.69,Agent,No,3.1,2
55,Female,Medium,Leisure,11,2708.54,Website,Yes,4.0,1
54,Female,Medium,Cultural,7,2508.3,Website,Yes,4.8,1
28,Female,Medium,Cultural,14,3027.44,App,Yes,4.0,3
53,Male,Medium,Adventure,14,2396.61,Website,No,2.7,0
30,Female,Medium,Adventure,15,2801.21,Website,No,4.0,3
60,Male,Low,Religious,6,1064.35,Website,Yes,3.7,2
20,Male,Medium,Cultural,12,2244.4,App,Yes,3.6,0
50,Female,Low,Leisure,7,1809.75,Website,Yes,4.3,1
23,Female,Medium,Religious,7,1853.89,Website,No,3.5,2
67,Other,Low,Leisure,12,1601.87,Agent,No,3.0,0
27,Other,Low,Religious,6,1345.1,Agent,Yes,4.8,1
22,Female,Medium,Leisure,9,2703.67,Agent,Yes,4.0,1
40,Male,Medium,Adventure,15,2998.68,Agent,No,3.0,0
27,Male,High,Religious,10,3537.58,App,No,3.8,3
61,Male,Medium,Leisure,10,2147.13,Agent,No,3.6,1
19,Male,Medium,Leisure,9,2209.97,Website,No,2.7,2
30,Male,High,Cultural,16,3937.61,Agent,No,2.5,0
57,Other,Medium,Religious,9,2614.59,App,Yes,3.8,1
19,Female,Low,Leisure,8,1125.36,Agent,Yes,2.9,2
37,Other,Medium,Cultural,13,2982.46,Agent,Yes,3.7,0
18,Male,High,Leisure,12,3241.79,App,No,3.6,0
54,Male,Medium,Religious,11,2469.89,App,Yes,3.5,0
26,Male,Low,Adventure,12,2186.76,App,Yes,3.1,0
34,Male,Low,Religious,5,1081.51,App,Yes,3.8,2
26,Female,Low,Religious,9,2238.81,App,Yes,4.3,1
28,Male,Medium,Leisure,7,2440.78,App,No,3.0,2
32,Female,Medium,Leisure,10,2917.49,Website,Yes,4.4,1
41,Male,Low,Religious,6,979.51,Agent,Yes,3.9,2
55,Female,High,Cultural,13,3807.75,Agent,No,3.9,3
52,Other,Medium,Cultural,12,2673.32,App,Yes,4.3,3
47,Male,Medium,Cultural,12,2427.67,App,No,4.0,1
48,Female,High,Leisure,12,3065.94,Website,No,3.2,0
66,Other,Low,Leisure,11,1743.25,Website,No,3.0,2
22,Male,Medium,Religious,9,1862.51,App,No,3.0,2
61,Male,Medium,Adventure,14,3546.89,Website,Yes,3.9,3
67,Male,High,Leisure,13,4077.61,Website,Yes,4.8,3
31,Female,Medium,Religious,10,3177.47,App,Yes,3.6,0
28,Female,Low,Religious,5,927.54,App,Yes,3.3,2
26,Other,High,Adventure,15,4989.15,App,Yes,4.8,3
51,Female,Low,Cultural,11,2540.31,App,Yes,4.3,1
29,Female,High,Religious,9,2774.36,Agent,No,3.4,1
52,Male,High,Religious,12,4063.52,Agent,Yes,4.6,3
52,Male,Low,Religious,7,1712.22,App,Yes,4.0,1
18,Male,Medium,Cultural,11,2463.13,Website,Yes,4.4,1
57,Male,Low,Cultural,10,1919.2,App,Yes,3.7,1
39,Male,Medium,Adventure,13,2590.64,Agent,No,3.5,0
46,Male,Medium,Leisure,8,2906.32,Website,Yes,5.0,1
25,Male,Medium,Cultural,9,2196.58,Agent,No,3.5,1
28,Other,High,Leisure,13,4236.02,App,Yes,4.2,3
58,Other,Medium,Leisure,9,2324.11,Agent,Yes,4.2,1
54,Other,Medium,Cultural,10,2567.42,Agent,Yes,3.8,1
31,Other,High,Religious,6,3220.97,Agent,No,5.0,1
47,Male,High,Adventure,14,3951.5,Website,Yes,4.1,3
52,Other,Low,Leisure,6,1426.81,Agent,Yes,3.8,1
38,Male,High,Religious,12,3551.58,Website,Yes,3.8,3
54,Other,Low,Cultural,12,1904.79,App,No,3.4,0
22,Female,High,Leisure,9,3277.65,App,No,4.1,1
36,Other,Low,Leisure,11,1890.12,Agent,Yes,3.4,0
31,Other,Low,Leisure,9,1684.23,Website,Yes,3.9,1
43,Male,Medium,Religious,8,2246.77,App,No,2.8,2
21,Other,Medium,Religious,4,1080.64,Website,No,3.5,2
42,Female,Medium,Religious,12,1876.13,Website,No,3.2,0
62,Male,Low,Leisure,6,1559.81,Agent,No,4.0,1
59,Male,Medium,Leisure,7,2314.77,Agent,No,3.3,2
42,Other,High,Adventure,16,4039.52,Website,Yes,3.4,3
35,Male,Medium,Adventure,17,2981.82,Website,No,2.7,0
57,Male,Low,Religious,9,612.91,Agent,No,2.1,2
25,Male,Medium,Religious,9,2110.46,Website,Yes,4.4,1
56,Male,Low,Cultural,11,2640.71,Agent,Yes,4.5,1
57,Male,High,Religious,12,2952.01,Website,No,3.4,0
31,Male,High,Adventure,16,4296.08,Agent,Yes,4.5,3
49,Female,Medium,Adventure,14,2995.59,Website,No,3.2,0
68,Other,Medium,Adventure,14,2948.54,Agent,Yes,3.7,0
55,Female,Medium,Leisure,10,2266.55,Website,Yes,3.7,1
50,Male,Medium,Leisure,9,2850.31,App,Yes,4.1,1
40,Male,High,Religious,9,3481.09,App,Yes,3.8,1
32,Other,Medium,Cultural,9,2410.59,Website,Yes,4.1,1
50,Female,Medium,Cultural,12,3274.63,App,Yes,4.0,3
42,Other,Medium,Cultural,10,2317.84,Website,No,3.6,1
34,Female,Medium,Leisure,8,1911.42,Website,No,3.3,2
50,Male,High,Adventure,15,4629.64,App,Yes,4.1,3
64,Other,Medium,Adventure,16,3472.39,Website,Yes,3.5,3
19,Other,Medium,Leisure,10,2389.26,Agent,Yes,3.9,1
31,Male,Low,Cultural,7,1693.72,Website,Yes,4.2,1
57,Other,Medium,Cultural,10,2517.3,Website,Yes,3.5,0
57,Female,Medium,Religious,10,2561.61,App,Yes,4.0,1
68,Female,Low,Religious,6,1184.39,Agent,Yes,3.8,2
56,Female,Low,Cultural,10,1850.87,Website,Yes,3.4,2
68,Female,Medium,Leisure,11,2338.08,Website,Yes,3.5,0
23,Male,Medium,Cultural,9,1702.16,Website,No,3.2,2
23,Other,Medium,Religious,8,2103.97,Website,Yes,3.5,2
20,Female,Low,Cultural,7,1165.2,Website,No,3.2,2
24,Male,Medium,Leisure,8,2016.24,Website,No,3.0,2
68,Other,Low,Adventure,13,2022.04,Agent,No,3.4,0
25,Other,Medium,Leisure,7,1998.79,Agent,No,4.4,1
59,Male,Low,Leisure,9,1781.62,Website,Yes,3.4,2
69,Male,Low,Religious,8,1589.81,Website,Yes,3.9,1
32,Female,Low,Leisure,8,1473.68,App,Yes,3.4,2
64,Other,Medium,Leisure,10,2296.19,Agent,No,3.7,1
46,Other,Low,Religious,9,1260.62,Agent,No,2.4,2
50,Male,Medium,Religious,9,1823.53,Website,No,3.3,2
69,Other,Medium,Adventure,14,2790.43,Agent,Yes,3.4,0
47,Female,Medium,Cultural,12,2534.52,Agent,No,3.1,0
56,Other,Medium,Leisure,11,3485.14,App,Yes,3.8,3
44,Male,High,Religious,10,3643.36,App,Yes,4.7,3
53,Male,Low,Adventure,12,1797.95,Agent,No,2.6,0
46,Female,Medium,Cultural,11,2933.38,Agent,Yes,4.2,1
55,Female,Low,Religious,6,1110.09,Agent,No,2.9,2
50,Other,Low,Cultural,8,2069.2,Website,Yes,3.9,1
54,Other,Medium,Cultural,14,2414.02,App,No,3.1,0
44,Male,Medium,Leisure,8,2500.79,Website,Yes,3.9,1
50,Female,High,Leisure,10,3708.5,App,No,3.9,3
21,Female,Medium,Religious,7,1813.73,App,No,4.0,1
39,Female,High,Cultural,14,4017.98,App,No,3.2,0
19,Other,Low,Religious,6,1545.21,Agent,Yes,4.4,1
27,Female,Low,Religious,8,1408.07,App,No,3.6,2
22,Male,Low,Cultural,8,1228.47,Website,Yes,3.2,2
27,Male,Low,Religious,7,1732.42,App,Yes,3.3,2
50,Other,Medium,Cultural,10,2611.97,Website,Yes,4.1,1
55,Other,Medium,Cultural,15,2878.24,App,No,2.9,0
30,Female,Low,Cultural,8,1933.34,App,Yes,4.6,1
48,Other,High,Cultural,14,3766.3,Agent,No,3.4,3
64,Male,High,Adventure,17,4578.89,Website,No,3.1,3
53,Female,Low,Cultural,11,2181.26,App,Yes,3.3,0
62,Male,Low,Leisure,8,1135.51,App,No,3.4,2
41,Female,Low,Leisure,8,1348.32,Website,Yes,3.4,2
69,Other,Low,Leisure,9,1619.98,App,No,3.1,2
32,Female,Low,Cultural,9,2200.14,Agent,Yes,4.3,1
46,Female,Medium,Leisure,11,2652.3,Website,Yes,3.7,0
25,Male,Low,Adventure,15,2201.22,Agent,Yes,3.5,0
22,Male,Medium,Religious,7,2706.93,Website,Yes,4.4,1
46,Female,High,Cultural,11,3950.81,Website,Yes,4.6,3
64,Other,Medium,Leisure,10,2883.99,Website,Yes,4.3,1
21,Other,High,Adventure,18,4720.86,App,Yes,3.9,3
29,Male,Low,Religious,5,1236.38,Website,Yes,3.9,1
62,Other,Medium,Adventure,17,3663.22,Website,Yes,3.6,3
19,Male,Medium,Leisure,11,2301.83,Website,No,2.6,0
44,Other,Low,Adventure,11,2628.59,Agent,Yes,4.0,1
48,Female,Low,Religious,8,1213.04,Website,No,3.7,2
68,Male,Medium,Leisure,13,2506.85,App,No,2.8,0
68,Male,Medium,Religious,9,1739.85,Website,No,2.8,2
53,Female,Medium,Adventure,13,2826.16,Website,No,2.9,0
53,Male,Medium,Cultural,11,3136.31,Agent,Yes,4.3,3
43,Other,Medium,Cultural,10,2429.56,App,No,3.5,0
60,Other,Low,Cultural,10,2500.93,App,Yes,3.9,1
44,Male,Medium,Cultural,10,2937.16,App,No,3.1,0
22,Other,Low,Religious,6,426.48,Website,No,2.7,2
37,Male,Low,Cultural,9,1455.3,Website,Yes,3.0,2
28,Female,High,Religious,10,3229.26,App,No,3.7,1
27,Male,Medium,Leisure,7,2528.66,App,Yes,4.7,1
57,Female,Medium,Cultural,12,2779.01,Agent,Yes,3.4,0
55,Other,Medium,Religious,10,3012.04,App,Yes,3.5,0
23,Female,Medium,Cultural,8,2103.6,Website,No,4.0,1
25,Other,Low,Cultural,10,1318.21,Website,No,2.6,2
40,Male,Low,Cultural,12,1070.6,Website,No,3.2,2
64,Other,Low,Religious,6,1066.63,Agent,Yes,3.6,2
43,Male,Medium,Adventure,16,3640.68,App,Yes,3.8,3
63,Male,Medium,Cultural,13,1836.6,Website,No,3.1,0
60,Female,Medium,Cultural,11,3195.17,Agent,Yes,3.7,0
29,Female,Medium,Leisure,9,1968.93,Agent,No,3.3,2
43,Female,High,Adventure,16,5429.3,Website,Yes,4.1,3
30,Female,Low,Religious,7,2043.75,Agent,Yes,3.6,1
57,Other,Low,Leisure,9,1701.94,Agent,Yes,3.8,1
35,Other,Medium,Cultural,10,2124.48,Website,No,3.1,2
42,Other,Medium,Leisure,10,2840.05,Agent,Yes,4.0,1
50,Male,High,Leisure,9,4082.33,Website,Yes,4.2,3
64,Other,Low,Cultural,10,1409.97,Website,Yes,4.2,1
57,Other,High,Adventure,14,4020.46,Agent,Yes,4.4,3
60,Other,High,Adventure,14,4234.77,Website,Yes,4.5,3
29,Female,Low,Leisure,9,1641.2,Website,Yes,3.5,2
61,Other,Medium,Cultural,14,2975.44,App,No,2.5,0
53,Male,Medium,Religious,10,2617.31,Website,Yes,4.8,1
65,Female,High,Leisure,10,3246.47,App,No,3.6,0
21,Male,Low,Religious,6,301.53,App,No,2.3,2
22,Other,Medium,Leisure,11,2908.78,App,Yes,4.1,1
54,Female,Medium,Leisure,10,2502.92,App,Yes,4.4,1
25,Male,Medium,Cultural,14,1890.83,Agent,No,2.9,0
59,Other,Medium,Cultural,13,3049.9,Agent,Yes,4.4,3
66,Male,Medium,Religious,9,2539.33,Website,Yes,4.5,1
45,Male,High,Religious,10,3419.76,Website,Yes,3.8,3
48,Male,High,Adventure,15,3884.02,Website,No,3.1,0
26,Other,High,Cultural,12,3933.57,Agent,Yes,4.6,3
68,Other,Low,Leisure,10,1510.2,App,No,1.9,2
46,Male,Medium,Leisure,11,1816.96,Agent,No,2.9,2
31,Female,Low,Adventure,10,1971.97,Agent,Yes,3.2,2
57,Female,Medium,Cultural,10,2822.76,Website,Yes,3.9,1
58,Other,Medium,Leisure,7,2387.88,Website,Yes,4.1,1
39,Other,Medium,Adventure,14,3166.79,Website,Yes,3.7,3
28,Other,Medium,Adventure,11,2882.83,App,Yes,3.8,0
40,Other,High,Leisure,8,3706.93,App,Yes,4.3,1
18,Other,Low,Leisure,8,848.26,Agent,Yes,4.3,1
